borough,neighborhood,building.class.category,tax.class.at.present
3,BOROUGH PARK             ,27  FACTORIES                               ,4
3,BOROUGH PARK             ,27  FACTORIES                               ,4
3,BOROUGH PARK             ,27  FACTORIES                               ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,28  COMMERCIAL CONDOS                       ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,29  COMMERCIAL GARAGES                      ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,30  WAREHOUSES                              ,4
3,BOROUGH PARK             ,31  COMMERCIAL VACANT LAND                  ,4
3,BOROUGH PARK             ,33  EDUCATIONAL FACILITIES                  ,4
3,BOROUGH PARK             ,33  EDUCATIONAL FACILITIES                  ,4
3,BOROUGH PARK             ,37  RELIGIOUS FACILITIES                    ,4
3,BOROUGH PARK             ,38  ASYLUMS AND HOMES                       ,4
3,BOROUGH PARK             ,41  TAX CLASS 4 - OTHER                     ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,                                            ,4
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,01  ONE FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,02  TWO FAMILY HOMES                        ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,03  THREE FAMILY HOMES                      ,1
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B
3,BRIGHTON BEACH           ,07  RENTALS - WALKUP APARTMENTS             ,2A
3,BRIGHTON BEACH           ,07  RENTALS - WALKUP APARTMENTS             ,2A
3,BRIGHTON BEACH           ,07  RENTALS - WALKUP APARTMENTS             ,2
3,BRIGHTON BEACH           ,07  RENTALS - WALKUP APARTMENTS             ,2
3,BRIGHTON BEACH           ,08  RENTALS - ELEVATOR APARTMENTS           ,2B
3,BRIGHTON BEACH           ,08  RENTALS - ELEVATOR APARTMENTS           ,2
3,BRIGHTON BEACH           ,08  RENTALS - ELEVATOR APARTMENTS           ,2
3,BRIGHTON BEACH           ,08  RENTALS - ELEVATOR APARTMENTS           ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,10  COOPS - ELEVATOR APARTMENTS             ,2
3,BRIGHTON BEACH           ,12  CONDOS - WALKUP APARTMENTS              ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,13  CONDOS - ELEVATOR APARTMENTS            ,2
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2A
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2A
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2A
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2A
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2A
3,BRIGHTON BEACH           ,14  RENTALS - 4-10 UNIT                     ,2B
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2
3,BRIGHTON BEACH           ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
3,BRIGHTON BEACH           ,17  CONDOPS                                 ,2
