borough,neighborhood,building.class.category,tax.class.at.present,block,lot,ease.ment,building.class.at.present,address,apart.ment.number,zip.code,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,tax.class.at.time.of.sale,building.class.at.time.of.sale,sale.price,sale.date,sale.price.n,gross.sqft,land.sqft
3,BATH BEACH               ,40  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6363,23.00,NA,A9,8641 16TH AVENUE                         ,            ,11214.0,1,0,1,"2,058","1,492",1930,1,A9,"$560,000 ",6/6/13,560000.00,1492.0,2058.0
3,BATH BEACH               ,41  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6366,69.00,NA,A1,8658 BAY 16TH   STREET                   ,            ,11214.0,1,0,1,"4,833","1,724",1930,1,A1,"$860,000 ",12/18/12,860000.00,1724.0,4833.0
3,BATH BEACH               ,42  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6371,21.00,NA,A9,73 BAY 20TH   STREET                     ,            ,11214.0,1,0,1,"2,417","2,132",1930,1,A9,"$508,000 ",8/24/12,508000.00,2132.0,2417.0
3,BATH BEACH               ,43  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6378,64.00,NA,A1,56 BAY 28TH   STREET                     ,            ,11214.0,1,0,1,"3,867","1,704",1899,1,A1,"$600,000 ",6/18/13,600000.00,1704.0,3867.0
3,BATH BEACH               ,45  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6380,69.00,NA,S1,8662 BAY PARKWAY                         ,            ,11214.0,1,1,2,"2,707","3,304",1960,1,S1,"$820,000 ",11/29/12,820000.00,3304.0,2707.0
3,BATH BEACH               ,46  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6395,20.00,NA,A5,135 BAY 10TH STREET                      ,            ,11228.0,1,0,1,"2,417","2,000",1935,1,A5,"$690,000 ",11/14/12,690000.00,2000.0,2417.0
3,BATH BEACH               ,47  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6405,49.00,NA,S1,1863 BATH AVENUE                         ,            ,11214.0,1,1,2,"1,172","1,800",1920,1,S1,"$550,000 ",6/3/13,550000.00,1800.0,1172.0
3,BATH BEACH               ,48  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6409,35.00,NA,A9,94 BAY 25TH   STREET                     ,            ,11214.0,1,0,1,"1,440","1,281",1915,1,A9,"$479,000 ",3/11/13,479000.00,1281.0,1440.0
3,BATH BEACH               ,49  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6412,16.00,NA,A1,8739 21ST   AVENUE                       ,            ,11214.0,1,0,1,"2,513","2,346",1935,1,A1,"$738,000 ",6/6/13,738000.00,2346.0,2513.0
3,BATH BEACH               ,51  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6426,35.00,NA,A9,183 BAY 8TH STREET                       ,            ,11228.0,1,0,1,"1,933","1,562",1920,1,A9,"$685,000 ",5/7/13,685000.00,1562.0,1933.0
3,BATH BEACH               ,53  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6431,11.00,NA,A9,1629 CROPSEY AVENUE                      ,            ,11214.0,1,0,1,"1,713","2,500",1930,1,A9,"$520,000 ",5/31/13,520000.00,2500.0,1713.0
3,BATH BEACH               ,56  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,40.00,NA,S2,8855 15TH AVE                            ,            ,11228.0,2,1,3,"7,747","5,107",1945,1,A2,"$1,707,200 ",7/25/13,1707200.00,5107.0,7747.0
3,BATH BEACH               ,57  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,143.00,NA,A5,1169 SHORE PARKWAY                       ,            ,11214.0,1,0,1,"2,511","1,392",1950,1,A5,"$525,000 ",1/3/13,525000.00,1392.0,2511.0
3,BATH BEACH               ,58  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,231.00,NA,A5,246 BAY 13TH STREET                      ,            ,11214.0,1,0,1,"1,648","1,392",1945,1,A5,"$420,000 ",2/21/13,420000.00,1392.0,1648.0
3,BATH BEACH               ,60  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,268.00,NA,A5,247 BAY 13TH   STREET                    ,            ,11214.0,1,0,1,"1,649","1,392",1940,1,A5,"$520,000 ",12/12/12,520000.00,1392.0,1649.0
3,BATH BEACH               ,61  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,280.00,NA,A5,273 BAY 13TH STREET                      ,            ,11214.0,1,0,1,"2,062","1,860",1940,1,A5,"$675,000 ",3/22/13,675000.00,1860.0,2062.0
3,BATH BEACH               ,62  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,292.00,NA,A5,299 BAY 13TH   STREET                    ,            ,11214.0,1,0,1,"2,062","1,860",1940,1,A5,"$410,000 ",3/1/13,410000.00,1860.0,2062.0
3,BATH BEACH               ,63  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,312.00,NA,A5,1155 SHORE PARKWAY                       ,            ,11214.0,1,0,1,"1,861","1,392",1940,1,A5,"$553,800 ",7/24/13,553800.00,1392.0,1861.0
3,BATH BEACH               ,64  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,335.00,NA,A5,1141 SHORE PARKWAY                       ,            ,11214.0,1,0,1,"1,878","1,479",1945,1,A5,"$515,000 ",11/16/12,515000.00,1479.0,1878.0
3,BATH BEACH               ,65  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6463,129.00,NA,A5,8845 18TH AVENUE                         ,            ,11214.0,1,0,1,"1,372",992,1950,1,A5,"$460,000 ",3/18/13,460000.00,992.0,1372.0
3,BATH BEACH               ,66  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6464,50.00,NA,A9,280 BAY 20TH STREET                      ,            ,11214.0,1,0,1,"1,600","1,320",1940,1,A9,"$525,000 ",1/24/13,525000.00,1320.0,1600.0
3,BATH BEACH               ,70  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6359,30.00,NA,B1,11 BAY 8TH   STREET                      ,            ,11228.0,2,0,2,"1,948","3,160",1930,1,B1,"$888,000 ",7/17/13,888000.00,3160.0,1948.0
3,BATH BEACH               ,72  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6361,2.00,NA,B1,1543 BENSON AVE                          ,            ,11228.0,2,0,2,"2,383","2,242",1930,1,B1,"$700,000 ",2/20/13,700000.00,2242.0,2383.0
3,BATH BEACH               ,74  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6361,28.00,NA,B3,29 BAY 10TH STREET                       ,            ,11228.0,2,0,2,"2,103","1,622",1930,1,B3,"$525,000 ",11/13/12,525000.00,1622.0,2103.0
3,BATH BEACH               ,76  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6363,57.00,NA,B1,32 BAY 13TH   STREET                     ,            ,11214.0,2,0,2,"2,167","2,340",1920,1,B1,"$860,000 ",6/19/13,860000.00,2340.0,2167.0
3,BATH BEACH               ,78  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6365,7.00,NA,B1,1661 BENSON AVENUE                       ,            ,11214.0,2,0,2,"1,800","2,048",1910,1,B1,"$580,000 ",3/21/13,580000.00,2048.0,1800.0
3,BATH BEACH               ,82  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6368,25.00,NA,B2,15 BAY 17TH STREET                       ,            ,11214.0,2,0,2,"2,417","2,512",1905,1,B2,"$750,000 ",4/3/13,750000.00,2512.0,2417.0
3,BATH BEACH               ,83  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6369,81.00,NA,B3,74 BAY 19TH STREET                       ,            ,11214.0,2,0,2,985,"1,200",1930,1,B3,"$550,000 ",6/28/13,550000.00,1200.0,985.0
3,BATH BEACH               ,84  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6370,63.00,NA,B3,22 BAY 20TH STREET                       ,            ,11214.0,2,0,2,"2,417","1,584",1930,1,B3,"$600,000 ",4/2/13,600000.00,1584.0,2417.0
3,BATH BEACH               ,87  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6373,5.00,NA,B3,1925 BENSON AVENUE                       ,            ,11214.0,2,0,2,"5,000","2,890",1935,1,B3,"$830,000 ",4/5/13,830000.00,2890.0,5000.0
3,BATH BEACH               ,88  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6374,31.00,NA,B2,45 BAY 23RD STREET                       ,            ,11214.0,2,0,2,"3,853","3,340",1940,1,B2,"$645,000 ",6/18/13,645000.00,3340.0,3853.0
3,BATH BEACH               ,92  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6377,27.00,NA,B3,33 BAY 26TH   STREET                     ,            ,11214.0,2,0,2,"4,833","1,984",1899,1,B3,"$925,000 ",8/13/12,925000.00,1984.0,4833.0
3,BATH BEACH               ,93  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6377,47.00,NA,B3,8610 21ST   AVENUE                       ,            ,11214.0,2,0,2,"9,667","2,904",1899,1,B3,"$2,220,000 ",12/28/12,2220000.00,2904.0,9667.0
3,BATH BEACH               ,98  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6393,9.00,NA,B3,1451 BATH AVENUE                         ,            ,11228.0,2,0,2,"1,933","2,115",1920,1,B3,"$520,000 ",8/24/12,520000.00,2115.0,1933.0
3,BATH BEACH               ,99  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6394,36.00,NA,B1,8691 15TH   AVENUE                       ,            ,11228.0,2,0,2,"2,344","3,240",1940,1,B1,"$97,500 ",11/20/12,97500.00,3240.0,2344.0
3,BATH BEACH               ,102  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6395,63.00,NA,B9,134 BAY 11TH   STREET                    ,            ,11228.0,2,0,2,"1,925","2,018",1955,1,B9,"$742,500 ",11/16/12,742500.00,2018.0,1925.0
3,BATH BEACH               ,103  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6396,65.00,NA,B9,8740 16TH   AVENUE                       ,            ,11214.0,2,0,2,"1,993","2,160",1960,1,B9,"$710,000 ",3/26/13,710000.00,2160.0,1993.0
3,BATH BEACH               ,107  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6398,54.00,NA,B1,122 BAY 14 STREET                        ,            ,11214.0,2,0,2,"2,167","2,448",1925,1,B1,"$700,000 ",9/28/12,700000.00,2448.0,2167.0
3,BATH BEACH               ,110  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6400,2.00,NA,S2,1721 BATH AVENUE                         ,            ,11214.0,2,1,3,"2,025","4,400",1925,1,S2,"$595,000 ",2/13/13,595000.00,4400.0,2025.0
3,BATH BEACH               ,113  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6402,22.00,NA,B3,123 BAY 17TH STREET                      ,            ,11214.0,2,0,2,"1,933","1,513",1910,1,B3,"$650,000 ",8/17/12,650000.00,1513.0,1933.0
3,BATH BEACH               ,115  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6406,37.00,NA,B3,132 BAY 22ND STREET                      ,            ,11214.0,2,0,2,"5,518","3,254",1899,1,B3,"$995,000 ",12/31/12,995000.00,3254.0,5518.0
3,BATH BEACH               ,116  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6413,65.00,NA,B3,140 BAY 29TH STREET                      ,            ,11214.0,2,0,2,"2,900","2,000",1925,1,B3,$10 ,2/28/13,10.00,2000.0,2900.0
3,BATH BEACH               ,117  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6424,31.00,NA,B9,8793 14TH AVENUE                         ,            ,11228.0,2,0,2,"2,449","1,802",1935,1,B9,"$750,000 ",8/13/12,750000.00,1802.0,2449.0
3,BATH BEACH               ,118  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6424,40.00,NA,B1,8773 14TH AVENUE                         ,            ,11228.0,2,0,2,"2,000","1,812",1935,1,B1,"$699,000 ",9/27/12,699000.00,1812.0,2000.0
3,BATH BEACH               ,119  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6424,52.00,NA,B2,186 BAY 7TH STREET                       ,            ,11228.0,2,0,2,"1,933","2,560",1935,1,B2,"$650,000 ",6/28/13,650000.00,2560.0,1933.0
3,BATH BEACH               ,124  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6427,42.00,NA,B1,178 BAY 10TH   STREET                    ,            ,11228.0,2,0,2,"2,147","1,635",1955,1,B1,"$697,000 ",12/14/12,697000.00,1635.0,2147.0
3,BATH BEACH               ,128  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6431,36.00,NA,B2,173 BAY 13 STREET                        ,            ,11214.0,2,0,2,"2,331","1,940",1899,1,B2,"$586,000 ",6/4/13,586000.00,1940.0,2331.0
3,BATH BEACH               ,130  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6432,9.00,NA,B1,1657 CROPSEY AVENUE                      ,            ,11214.0,2,0,2,"1,916","1,762",1960,1,B1,"$685,000 ",8/8/12,685000.00,1762.0,1916.0
3,BATH BEACH               ,131  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6433,11.00,NA,B3,1701 CROPSEY AVENUE                      ,            ,11214.0,2,0,2,"1,906","2,490",1920,1,B3,$10 ,11/13/12,10.00,2490.0,1906.0
3,BATH BEACH               ,132  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6434,56.00,NA,B3,212 BAY 17TH STREET                      ,            ,11214.0,2,0,2,"1,643","1,934",1930,1,B3,"$350,000 ",8/13/12,350000.00,1934.0,1643.0
3,BATH BEACH               ,133  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6438,34.00,NA,S2,1862 BATH AVENUE                         ,            ,11214.0,2,1,3,"1,091","3,420",1920,1,S2,"$550,000 ",12/20/12,550000.00,3420.0,1091.0
3,BATH BEACH               ,135  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6444,26.00,NA,B3,175 BAY 26TH STREET                      ,            ,11214.0,2,0,2,"1,837","1,995",1901,1,B3,"$605,000 ",9/12/12,605000.00,1995.0,1837.0
3,BATH BEACH               ,137  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6459,60.00,NA,B9,8890 15TH AVENUE                         ,            ,11228.0,2,0,2,"3,867","2,802",1955,1,B9,"$750,000 ",12/26/12,750000.00,2802.0,3867.0
3,BATH BEACH               ,138  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6459,65.00,NA,B9,8904 15TH AVENUE                         ,            ,11228.0,2,0,2,"3,867","2,348",1955,1,B9,"$950,000 ",2/20/13,950000.00,2348.0,3867.0
3,BATH BEACH               ,139  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,1.00,NA,B3,8943 15TH AVENUE                         ,            ,11228.0,2,0,2,"1,740","1,674",1960,1,B3,"$639,500 ",10/9/12,639500.00,1674.0,1740.0
3,BATH BEACH               ,140  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,28.00,NA,B9,8885 15TH   AVENUE                       ,            ,11228.0,2,0,2,"1,933","2,060",1965,1,B9,"$762,000 ",2/14/13,762000.00,2060.0,1933.0
3,BATH BEACH               ,143  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,95.00,NA,B3,299 BAY 10TH STREET                      ,            ,11228.0,2,0,2,"1,772","1,998",1955,1,B3,"$695,000 ",2/4/13,695000.00,1998.0,1772.0
3,BATH BEACH               ,145  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,161.00,NA,B1,335 BAY 11TH   STREET                    ,            ,11228.0,2,0,2,"2,000","1,928",1950,1,B1,"$705,000 ",11/20/12,705000.00,1928.0,2000.0
3,BATH BEACH               ,147  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6460,234.00,NA,B3,8910 16TH AVENUE                         ,            ,11214.0,2,0,2,"1,980","1,782",1950,1,B3,"$600,000 ",4/4/13,600000.00,1782.0,1980.0
3,BATH BEACH               ,148  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,187.00,NA,B9,8867 16TH   AVENUE                       ,            ,11214.0,2,0,2,"2,138","1,782",1940,1,B9,"$630,000 ",7/10/13,630000.00,1782.0,2138.0
3,BATH BEACH               ,149  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,201.00,NA,B3,8897 16TH AVENUE                         ,            ,11214.0,2,0,2,"2,352","1,860",1940,1,B3,"$670,000 ",10/25/12,670000.00,1860.0,2352.0
3,BATH BEACH               ,150  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6461,314.00,NA,B3,1151 SHORE PARKWAY                       ,            ,11214.0,2,0,2,"2,852","2,340",1940,1,B3,"$715,000 ",9/21/12,715000.00,2340.0,2852.0
3,BATH BEACH               ,156  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6463,121.00,NA,B1,8863 18TH   AVENUE                       ,            ,11214.0,2,0,2,"1,783","1,980",1950,1,B1,"$650,000 ",11/27/12,650000.00,1980.0,1783.0
3,BATH BEACH               ,157  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6463,123.00,NA,B1,8859 18TH   AVENUE                       ,            ,11214.0,2,0,2,"1,765","1,980",1950,1,B1,"$610,000 ",5/24/13,610000.00,1980.0,1765.0
3,BATH BEACH               ,158  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6464,40.00,NA,B3,260 BAY 20TH STREET                      ,            ,11214.0,2,0,2,"2,200","1,776",1940,1,B3,"$635,000 ",9/14/12,635000.00,1776.0,2200.0
3,BATH BEACH               ,160  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6464,154.00,NA,B3,8862 19TH AVENUE                         ,            ,11214.0,2,0,2,"2,127","1,928",1940,1,B3,"$620,000 ",9/19/12,620000.00,1928.0,2127.0
3,BATH BEACH               ,161  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6464,173.00,NA,B3,8906 19TH   AVENUE                       ,            ,11214.0,2,0,2,"2,127","1,610",1940,1,B3,"$580,000 ",12/17/12,580000.00,1610.0,2127.0
3,BATH BEACH               ,163  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6464,186.00,NA,B9,1355 SHORE PARKWAY                       ,            ,11214.0,2,0,2,"2,175","1,720",1940,1,B9,"$650,000 ",8/30/12,650000.00,1720.0,2175.0
3,BATH BEACH               ,165  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6465,23.00,NA,B9,1932 20TH DRIVE                          ,            ,11214.0,2,0,2,"2,634","1,652",1940,1,B9,"$600,000 ",8/30/12,600000.00,1652.0,2634.0
3,BATH BEACH               ,167  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6465,88.00,NA,B3,8857 19TH   AVENUE                       ,            ,11214.0,2,0,2,"1,547","1,584",1940,1,B3,"$240,000 ",1/15/13,240000.00,1584.0,1547.0
3,BATH BEACH               ,170  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6466,31.00,NA,B9,8850 20TH AVENUE                         ,            ,11214.0,2,0,2,"2,182","1,869",1945,1,B9,"$625,000 ",6/17/13,625000.00,1869.0,2182.0
3,BATH BEACH               ,172  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6466,48.00,NA,B9,1963 20TH DRIVE                          ,            ,11214.0,2,0,2,"1,978","1,673",1945,1,B9,"$558,000 ",9/25/12,558000.00,1673.0,1978.0
3,BATH BEACH               ,174  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6468,2.00,NA,B9,8876 20TH   AVENUE                       ,            ,11214.0,2,0,2,"1,980","1,993",1945,1,B9,"$550,000 ",10/17/12,550000.00,1993.0,1980.0
3,BATH BEACH               ,175  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6468,68.00,NA,B1,1918 19TH LANE                           ,            ,11214.0,2,0,2,"1,710","1,584",1945,1,B1,"$648,000 ",8/31/12,648000.00,1584.0,1710.0
3,BATH BEACH               ,176  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6468,82.00,NA,B1,1944 19TH   LANE                         ,            ,11214.0,2,0,2,"1,710","1,584",1945,1,B1,"$640,000 ",12/18/12,640000.00,1584.0,1710.0
3,BATH BEACH               ,177  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6485,77.00,NA,B9,1105 SHORE PARKWAY                       ,            ,11228.0,2,0,2,"2,183","1,734",1960,1,B9,"$550,000 ",12/28/12,550000.00,1734.0,2183.0
3,BATH BEACH               ,182  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6366,24.00,NA,C0,8645 17TH   AVENUE                       ,            ,11214.0,3,0,3,"1,933","3,240",1901,1,C0,"$700,000 ",9/21/12,700000.00,3240.0,1933.0
3,BATH BEACH               ,183  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6368,6.00,NA,C0,69 BAY 17TH   STREET                     ,            ,11214.0,3,0,3,"4,833","3,826",1905,1,C0,"$950,000 ",8/27/12,950000.00,3826.0,4833.0
3,BATH BEACH               ,185  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6370,21.00,NA,C0,75 BAY 19TH STREET                       ,            ,11214.0,3,0,3,"3,867","4,480",1930,1,C0,"$400,000 ",3/15/13,400000.00,4480.0,3867.0
3,BATH BEACH               ,186  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6370,61.00,NA,C0,14 BAY 20TH   STREET                     ,            ,11214.0,3,0,3,"3,867","3,428",1930,1,C0,"$1,398,000 ",5/9/13,1398000.00,3428.0,3867.0
3,BATH BEACH               ,189  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6371,87.00,NA,C0,8682 19TH AVENUE                         ,            ,11214.0,3,0,3,"3,222","3,362",1930,1,C0,"$499,000 ",5/22/13,499000.00,3362.0,3222.0
3,BATH BEACH               ,190  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6371,88.00,NA,C0,8684 19TH AVENUE                         ,            ,11214.0,3,0,3,"3,222","3,362",1930,1,C0,"$998,000 ",5/22/13,998000.00,3362.0,3222.0
3,BATH BEACH               ,194  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6376,37.00,NA,C0,11 BAY 25TH STREET                       ,            ,11214.0,3,0,3,"1,933","2,774",1930,1,C0,"$845,000 ",3/11/13,845000.00,2774.0,1933.0
3,BATH BEACH               ,200  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6395,69.00,NA,C0,152 BAY 11TH STREET                      ,            ,11228.0,3,0,3,"2,900","4,212",2008,1,C0,"$1,256,000 ",5/7/13,1256000.00,4212.0,2900.0
3,BATH BEACH               ,202  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6399,58.00,NA,C0,8722 17TH AVENUE                         ,            ,11214.0,3,0,3,"3,792","2,714",1915,1,C0,"$927,000 ",9/5/12,927000.00,2714.0,3792.0
3,BATH BEACH               ,203  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6400,11.00,NA,C0,8757 17TH AVENUE                         ,            ,11214.0,3,0,3,"4,350","2,924",1915,1,C0,"$890,000 ",4/24/13,890000.00,2924.0,4350.0
3,BATH BEACH               ,206  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6408,8.00,NA,C0,137 BAY 23RD STREET                      ,            ,11214.0,3,0,3,"3,626","3,003",1955,1,C0,"$995,000 ",8/1/12,995000.00,3003.0,3626.0
3,BATH BEACH               ,208  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6412,11.00,NA,C0,8753 21ST AVENUE                         ,            ,11214.0,3,0,3,"1,740","2,623",1970,1,C0,"$780,000 ",10/10/12,780000.00,2623.0,1740.0
3,BATH BEACH               ,209  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6412,29.00,NA,C0,8707 21ST AVENUE                         ,            ,11214.0,3,0,3,"1,933","2,680",1975,1,C0,"$745,000 ",1/31/13,745000.00,2680.0,1933.0
3,BATH BEACH               ,211  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6412,55.00,NA,C0,120 BAY 28TH STREET                      ,            ,11214.0,3,0,3,"5,800","4,800",2006,1,C0,"$1,190,000 ",3/14/13,1190000.00,4800.0,5800.0
3,BATH BEACH               ,212  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6414,20.00,NA,C0,125-127 BAY 29TH STREET                  ,            ,11214.0,3,0,3,"5,800","4,800",2008,1,C0,"$1,250,000 ",2/12/13,1250000.00,4800.0,5800.0
3,BATH BEACH               ,214  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6414,55.00,NA,C0,8716-8718 BAY PARKWAY                    ,            ,11214.0,3,0,3,"3,867","3,932",1910,1,C0,"$900,000 ",4/10/13,900000.00,3932.0,3867.0
3,BATH BEACH               ,215  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6426,1.00,NA,C0,1469 CROPSEY AVENUE                      ,            ,11228.0,3,0,3,"4,327","3,952",1899,1,C0,"$1,300,000 ",12/28/12,1300000.00,3952.0,4327.0
3,BATH BEACH               ,219  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6429,30.00,NA,C0,187 BAY 11TH   STREET                    ,            ,11228.0,3,0,3,"1,933","2,529",1910,1,C0,"$600,000 ",9/18/12,600000.00,2529.0,1933.0
3,BATH BEACH               ,220  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6439,36.00,NA,C0,172 BAY 22ND   STREET                    ,            ,11214.0,3,0,3,"2,435","2,845",1945,1,C0,"$960,000 ",11/8/12,960000.00,2845.0,2435.0
3,BATH BEACH               ,223  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6443,19.00,NA,C0,183 BAY 25TH   STREET                    ,            ,11214.0,3,0,3,"2,900","3,933",1920,1,C0,"$990,000 ",4/19/13,990000.00,3933.0,2900.0
3,BATH BEACH               ,224  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6447,22.00,NA,C0,187 BAY 29TH STREET                      ,            ,11214.0,3,0,3,"5,800","4,180",1920,1,C0,"$1,200,000 ",2/22/13,1200000.00,4180.0,5800.0
3,BATH BEACH               ,247  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6365,13.00,NA,C2,63 BAY 14TH   STREET                     ,6,11214.0,6,0,6,"2,763","3,708",1910,2,C2,"$810,000 ",12/19/12,810000.00,3708.0,2763.0
3,BATH BEACH               ,248  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6394,37.00,NA,C3,8689 15TH   AVENUE                       ,4,11228.0,4,0,4,"2,344","2,160",1931,2,C3,"$294,000 ",12/13/12,294000.00,2160.0,2344.0
3,BATH BEACH               ,251  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6437,43.00,NA,C3,190 BAY 20TH   STREET                    ,4,11214.0,4,0,4,"3,517","3,000",1926,2,C3,$1 ,1/7/13,1.00,3000.0,3517.0
3,BATH BEACH               ,304  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6439,26.00,NA,S3,8777 19TH AVENUE                         ,4,11214.0,3,1,4,"3,609","6,372",1906,2,S3,"$700,000 ",11/29/12,700000.00,6372.0,3609.0
3,BATH BEACH               ,305  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,6440,28.00,NA,S5,1926 BATH AVENUE                         ,5,11214.0,5,1,6,"4,400","4,020",1905,2,S5,"$1,680,000 ",8/9/12,1680000.00,4020.0,4400.0
3,BATH BEACH               ,314  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6359,37.00,NA,K4,1476 86 STREET                           ,            ,11228.0,1,1,2,"1,917","2,679",1931,4,K4,"$900,000 ",4/24/13,900000.00,2679.0,1917.0
3,BATH BEACH               ,315  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,6359,38.00,NA,K4,1478 86TH STREET                         ,            ,11228.0,2,1,3,"3,067","4,916",1931,4,K4,"$1,300,000 ",4/24/13,1300000.00,4916.0,3067.0
