borough,neighborhood,building.class.category,tax.class.at.present,block,lot,ease.ment,building.class.at.present,address,apart.ment.number,zip.code,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,tax.class.at.time.of.sale,building.class.at.time.of.sale,sale.price,sale.date,sale.price.n,gross.sqft,land.sqft
3,CYPRESS HILLS            ,9684  CONDOS - 2-10 UNIT RESIDENTIAL          ,2B,4135,73.00,NA,S5,3443 FULTON STREET                       ,            ,11208.0,6,1,7,"2,021","4,118",1921,2,S5,"$575,000 ",7/10/13,575000.00,4118.0,2021.0
3,CYPRESS HILLS            ,9687  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,4151,28.00,NA,S4,3446 FULTON STREET                       ,            ,11208.0,4,1,5,"1,800","3,360",1920,2,S4,"$386,935 ",6/10/13,386935.00,3360.0,1800.0
3,CYPRESS HILLS            ,9688  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3660,2.00,NA,O9,27 PENNSYLVANIA AVENUE                   ,            ,11207.0,0,2,2,"9,280","9,255",1930,4,O9,"$1,710,000 ",11/9/12,1710000.00,9255.0,9280.0
3,CYPRESS HILLS            ,9689  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3660,9.00,NA,O6,80 JAMAICA AVENUE                        ,            ,11207.0,0,1,1,"30,640","25,144",1922,4,O6,"$3,200,000 ",8/23/12,3200000.00,25144.0,30640.0
3,CYPRESS HILLS            ,9690  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3672,47.00,NA,K4,2705 ATLANTIC AVENUE                     ,            ,11207.0,1,1,2,"2,509","3,318",1920,4,K4,"$318,000 ",6/19/13,318000.00,3318.0,2509.0
3,CYPRESS HILLS            ,9691  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3950,47.00,NA,K4,2863 ATLANTIC AVENUE                     ,            ,11207.0,1,1,2,"4,914","6,640",1920,4,K4,"$50,000 ",8/7/13,50000.00,6640.0,4914.0
3,CYPRESS HILLS            ,9695  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,4145,42.00,NA,K9,3310-3314 FULTON STREET                  ,            ,11208.0,0,1,1,"5,462","10,440",1930,4,K9,"$1,720,000 ",11/20/12,1720000.00,10440.0,5462.0
3,CYPRESS HILLS            ,9698  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3952,23.00,NA,F9,2928 FULTON STREET                       ,            ,11207.0,0,1,1,"4,845","13,005",1930,4,F9,"$950,000 ",11/26/12,950000.00,13005.0,4845.0
3,CYPRESS HILLS            ,9700  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3483,6.00,NA,G2,1765 BUSHWICK AVENUE                     ,            ,11207.0,0,1,1,"7,850","6,600",1931,4,G2,"$750,000 ",8/31/12,750000.00,6600.0,7850.0
3,CYPRESS HILLS            ,9704  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3663,46.00,NA,G9,2727 FULTON STREET                       ,            ,11207.0,0,1,1,"2,500","1,875",1970,4,G9,"$252,000 ",10/11/12,252000.00,1875.0,2500.0
3,CYPRESS HILLS            ,9707  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3668,36.00,NA,G9,2591 ATLANTIC AVENUE                     ,            ,11207.0,0,1,1,"19,000","22,702",1939,4,G9,"$3,250,000 ",12/21/12,3250000.00,22702.0,19000.0
3,CYPRESS HILLS            ,9708  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,3672,24.00,NA,G9,2716 FULTON STREET                       ,            ,11207.0,0,1,1,"1,875","1,875",1952,4,G9,"$250,000 ",10/19/12,250000.00,1875.0,1875.0
3,CYPRESS HILLS            ,9712  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,4145,1.00,NA,E7,3329 ATLANTIC AVENUE                     ,            ,11208.0,0,1,1,"19,686","110,164",2009,4,E7,"$25,695,450 ",12/20/12,25695450.00,110164.0,19686.0
3,DOWNTOWN-FULTON FERRY    ,9724  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,34,11.00,NA,B9,328 PLYMOUTH STREET                      ,            ,11201.0,2,0,2,"1,750","2,100",1920,1,B9,"$910,000 ",7/29/13,910000.00,2100.0,1750.0
3,DOWNTOWN-FULTON FERRY    ,9896  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,30,24.00,NA,S3,177 WATER STREET                         ,            ,11201.0,3,1,4,"2,450","9,800",1915,2,S3,"$2,100,000 ",9/19/12,2100000.00,9800.0,2450.0
3,DOWNTOWN-FULTON FERRY    ,9907  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,35,7.00,NA,L8,15 OLD FULTON STREET                     ,            ,11201.0,0,0,0,"2,038","7,504",1925,4,L8,"$346,500 ",5/19/13,346500.00,7504.0,2038.0
3,DOWNTOWN-FULTON FERRY    ,9910  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,31,1.00,NA,F9,201 WATER STREET                         ,            ,11201.0,0,2,2,"27,250","81,805",1905,4,F9,"$45,500,000 ",5/7/13,45500000.00,81805.0,27250.0
3,DOWNTOWN-FULTON FERRY    ,9911  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,31,1.00,NA,F9,39 JAY STREET                            ,            ,11201.0,0,2,2,"27,250","81,805",1905,4,F9,"$25,000,000 ",12/11/12,25000000.00,81805.0,27250.0
3,DOWNTOWN-FULTON FERRY    ,9912  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,41,13.00,NA,F9,200 WATER STREET                         ,            ,11201.0,0,1,1,"21,500","42,000",1951,4,F9,"$30,600,000 ",3/18/13,30600000.00,42000.0,21500.0
3,DOWNTOWN-FULTON FERRY    ,9967  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,30,1.00,NA,G9,55 PEARL STREET                          ,            ,11201.0,0,1,1,"4,550","4,500",1920,4,G9,"$3,725,000 ",9/25/12,3725000.00,4500.0,4550.0
3,DOWNTOWN-FULTON FERRY    ,9970  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,20,12.00,NA,E9,60 JOHN STREET                           ,            ,11201.0,0,4,4,"8,550","34,200",1920,4,E9,"$7,100,000 ",11/7/12,7100000.00,34200.0,8550.0
3,DOWNTOWN-FULTON FERRY    ,9973  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,55,34.00,NA,I5,104 GOLD STREET                          ,            ,11201.0,0,1,1,"10,250","21,286",1972,4,I5,"$4,400,000 ",12/31/12,4400000.00,21286.0,10250.0
3,DOWNTOWN-FULTON MALL     ,9976  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,170,46.00,NA,A4,293 STATE STREET                         ,            ,11201.0,1,0,1,"1,875","3,024",1910,1,A4,"$100,000 ",6/13/13,100000.00,3024.0,1875.0
3,DOWNTOWN-FULTON MALL     ,9977  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,170,48.00,NA,A5,287 STATE STREET                         ,            ,11201.0,1,0,1,"1,700","3,920",2005,1,A5,"$3,300,000 ",12/4/12,3300000.00,3920.0,1700.0
3,DOWNTOWN-FULTON MALL     ,9979  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,146,51.00,NA,B9,436 ALBEE SQUARE                         ,            ,11201.0,2,0,2,"2,483","4,125",1905,1,B9,"$3,000,000 ",5/9/13,3000000.00,4125.0,2483.0
3,DOWNTOWN-FULTON MALL     ,9983  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,165,62.00,NA,C5,211 SCHERMERHORN STREET                  ,22,11201.0,22,0,22,"3,350","6,193",1905,2,C5,"$4,975,000 ",2/11/13,4975000.00,6193.0,3350.0
3,DOWNTOWN-FULTON MALL     ,9985  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,173,39.00,NA,C6,457 STATE STREET                         ,16,11217.0,16,0,16,"3,500","9,784",1905,2,C6,"$435,000 ",3/28/13,435000.00,9784.0,3500.0
3,DOWNTOWN-FULTON MALL     ,10017  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,159,1002.00,NA,RR,486 FULTON STREET                        ,UPPER       ,11201.0,70,0,70,"36,664","95,388",1920,2,RR,"$62,742,225 ",2/25/13,62742225.00,95388.0,36664.0
3,DOWNTOWN-FULTON MALL     ,10063  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,151,32.00,NA,S9,140 LAWRENCE STREET                      ,            ,11201.0,2,2,4,"1,140","4,640",1920,2,S9,"$1,828,000 ",1/15/13,1828000.00,4640.0,1140.0
3,DOWNTOWN-FULTON MALL     ,10064  CONDOS - 2-10 UNIT RESIDENTIAL          ,2A,172,4.00,NA,S3,65 BOND STREET                           ,3,11217.0,3,1,4,833,"2,668",1905,2,S3,"$1,750,000 ",8/8/13,1750000.00,2668.0,833.0
3,DOWNTOWN-FULTON MALL     ,10068  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,145,14.00,NA,K4,383 BRIDGE STREET                        ,            ,11201.0,2,2,4,"2,000","3,900",1920,4,K4,"$17,619,598 ",9/24/12,17619598.00,3900.0,2000.0
3,DOWNTOWN-FULTON MALL     ,10069  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,149,22.00,NA,K9,573 FULTON STREET                        ,            ,11201.0,0,1,1,"2,500","5,900",1915,4,K9,"$5,500,000 ",5/14/13,5500000.00,5900.0,2500.0
3,DOWNTOWN-FULTON MALL     ,10070  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,149,24.00,NA,K9,569 FULTON STREET                        ,            ,11201.0,0,5,5,"3,844","8,548",1915,4,K9,"$6,375,000 ",11/6/12,6375000.00,8548.0,3844.0
3,DOWNTOWN-FULTON MALL     ,10071  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,149,25.00,NA,K9,565 FULTON STREET                        ,            ,11201.0,0,4,4,"3,628","8,407",1915,4,K9,"$6,375,000 ",11/6/12,6375000.00,8407.0,3628.0
3,DOWNTOWN-FULTON MALL     ,10072  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,152,28.00,NA,K9,68 WILLOUGHBY STREET                     ,            ,11201.0,0,5,5,"2,300","5,244",1920,4,K9,"$12,000,000 ",7/12/13,12000000.00,5244.0,2300.0
3,DOWNTOWN-FULTON MALL     ,10076  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,156,24.00,NA,K2,442 FULTON STREET                        ,            ,11201.0,0,1,1,"6,027","18,000",1920,4,K2,"$6,733,889 ",2/21/13,6733889.00,18000.0,6027.0
3,DOWNTOWN-FULTON MALL     ,10077  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,156,24.00,NA,K2,442 FULTON STREET                        ,            ,11201.0,0,1,1,"6,027","18,000",1920,4,K2,$10 ,12/31/12,10.00,18000.0,6027.0
3,DOWNTOWN-FULTON MALL     ,10082  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,166,1.00,NA,G1,300 LIVINGSTON STREET                    ,            ,11201.0,0,5,5,"50,025","239,485",1974,4,G1,"$70,000,000 ",4/19/13,70000000.00,239485.0,50025.0
3,DOWNTOWN-FULTON MALL     ,10089  CONDOS - 2-10 UNIT RESIDENTIAL          ,4,172,50.00,NA,P3,401 STATE STREET                         ,            ,11217.0,0,2,2,"5,900","13,500",1925,4,P3,"$4,280,000 ",5/31/13,4280000.00,13500.0,5900.0
3,DOWNTOWN-METROTECH       ,10093  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,107,50.00,NA,B3,125 CONCORD STREET                       ,            ,11201.0,2,0,2,"1,500","1,880",1915,1,B3,"$2,150,000 ",12/20/12,2150000.00,1880.0,1500.0
3,DOWNTOWN-METROTECH       ,10095  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,147,2.00,NA,D5,365 JAY STREET                           ,            ,11201.0,18,0,18,"5,350","25,000",1920,2,D5,$1 ,6/27/13,1.00,25000.0,5350.0
3,DYKER HEIGHTS            ,10309  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5766,5.00,NA,S1,6721 11TH AVENUE                         ,            ,11219.0,1,1,2,"1,892","2,432",1931,1,S1,"$660,000 ",3/12/13,660000.00,2432.0,1892.0
3,DYKER HEIGHTS            ,10313  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5903,14.00,NA,A5,1018 71 STREET                           ,            ,11228.0,1,0,1,"1,833","1,770",1899,1,A5,"$645,000 ",8/17/12,645000.00,1770.0,1833.0
3,DYKER HEIGHTS            ,10314  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5913,41.00,NA,A5,7214 10 AVENUE                           ,            ,11228.0,1,0,1,"1,568","1,274",1925,1,A5,"$650,000 ",4/4/13,650000.00,1274.0,1568.0
3,DYKER HEIGHTS            ,10315  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5914,44.00,NA,A9,7214 11TH AVENUE                         ,            ,11228.0,1,0,1,"1,339","2,365",1925,1,A9,"$550,000 ",12/27/12,550000.00,2365.0,1339.0
3,DYKER HEIGHTS            ,10316  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5914,50.00,NA,A5,1075 73RD   STREET                       ,            ,11228.0,1,0,1,"1,767","1,344",1925,1,A5,"$670,000 ",1/23/13,670000.00,1344.0,1767.0
3,DYKER HEIGHTS            ,10317  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5924,14.00,NA,A1,1018 73RD STREET                         ,            ,11228.0,1,0,1,"3,125","2,080",1905,1,A1,"$730,000 ",8/14/12,730000.00,2080.0,3125.0
3,DYKER HEIGHTS            ,10318  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5924,59.00,NA,A5,1051 74TH   STREET                       ,            ,11228.0,1,0,1,"1,800","1,830",1915,1,A5,"$520,000 ",4/3/13,520000.00,1830.0,1800.0
3,DYKER HEIGHTS            ,10319  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5935,52.00,NA,A5,1065 BAY RIDGE PARKWAY                   ,            ,11228.0,1,0,1,"1,600","1,916",1925,1,A5,"$569,000 ",10/24/12,569000.00,1916.0,1600.0
3,DYKER HEIGHTS            ,10320  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5935,55.00,NA,A5,1059 BAY RIDGE PARKWAY                   ,            ,11228.0,1,0,1,"1,600","1,916",1925,1,A5,"$547,500 ",11/28/12,547500.00,1916.0,1600.0
3,DYKER HEIGHTS            ,10321  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5945,32.00,NA,A9,962 BAY RIDGE PARKWAY                    ,            ,11228.0,1,0,1,"2,250","2,225",1925,1,A9,"$710,000 ",5/1/13,710000.00,2225.0,2250.0
3,DYKER HEIGHTS            ,10322  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5945,52.00,NA,A5,7522 10TH   AVENUE                       ,            ,11228.0,1,0,1,"1,674","1,813",1925,1,A5,"$670,000 ",4/15/13,670000.00,1813.0,1674.0
3,DYKER HEIGHTS            ,10325  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5946,65.00,NA,A5,1037 76 STREET                           ,            ,11228.0,1,0,1,"1,800","1,288",1925,1,A5,"$85,000 ",5/3/13,85000.00,1288.0,1800.0
3,DYKER HEIGHTS            ,10328  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5946,76.00,NA,A5,1013 76TH   STREET                       ,            ,11228.0,1,0,1,"2,200","1,288",1925,1,A5,"$1,000 ",7/8/13,1000.00,1288.0,2200.0
3,DYKER HEIGHTS            ,10329  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5954,22.00,NA,A9,936 76TH   STREET                        ,            ,11228.0,1,0,1,"2,000","1,280",1925,1,A9,"$597,000 ",6/12/13,597000.00,1280.0,2000.0
3,DYKER HEIGHTS            ,10330  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5954,34.00,NA,A5,968 76TH STREET                          ,            ,11228.0,1,0,1,"1,800","1,288",1925,1,A5,"$625,000 ",9/25/12,625000.00,1288.0,1800.0
3,DYKER HEIGHTS            ,10331  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5954,59.00,NA,A5,981 77TH STREET                          ,            ,11228.0,1,0,1,"2,000","1,470",1925,1,A5,"$650,000 ",3/18/13,650000.00,1470.0,2000.0
3,DYKER HEIGHTS            ,10333  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5955,12.00,NA,A1,1014 76TH STREET                         ,            ,11228.0,1,0,1,"1,917","1,170",1930,1,A1,"$712,000 ",9/14/12,712000.00,1170.0,1917.0
3,DYKER HEIGHTS            ,10337  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5964,33.00,NA,A5,966 77TH   STREET                        ,            ,11228.0,1,0,1,"1,850","2,072",1925,1,A5,"$582,500 ",8/7/12,582500.00,2072.0,1850.0
3,DYKER HEIGHTS            ,10338  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5964,36.00,NA,A5,972 77TH   STREET                        ,            ,11228.0,1,0,1,"1,850","2,072",1925,1,A5,"$560,000 ",9/5/12,560000.00,2072.0,1850.0
3,DYKER HEIGHTS            ,10340  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5965,6.00,NA,A5,7711 10TH   AVENUE                       ,            ,11228.0,1,0,1,"2,000","1,952",1930,1,A5,"$680,000 ",9/11/12,680000.00,1952.0,2000.0
3,DYKER HEIGHTS            ,10341  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5973,27.00,NA,A1,948 78TH STREET                          ,            ,11228.0,1,0,1,"2,050","2,512",1925,1,A1,"$720,000 ",5/23/13,720000.00,2512.0,2050.0
3,DYKER HEIGHTS            ,10342  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5973,49.00,NA,A5,7806 10TH   AVENUE                       ,            ,11228.0,1,0,1,"2,000","1,888",1925,1,A5,"$600,000 ",6/25/13,600000.00,1888.0,2000.0
3,DYKER HEIGHTS            ,10344  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5974,54.00,NA,A1,1057 79TH STREET                         ,            ,11228.0,1,0,1,"2,417","2,040",1925,1,A1,"$850,000 ",9/13/12,850000.00,2040.0,2417.0
3,DYKER HEIGHTS            ,10345  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5974,63.00,NA,A5,1035 79TH   STREET                       ,            ,11228.0,1,0,1,"1,950","1,425",1925,1,A5,"$650,000 ",7/10/13,650000.00,1425.0,1950.0
3,DYKER HEIGHTS            ,10346  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5983,49.00,NA,A5,7902 10TH   AVENUE                       ,            ,11228.0,1,0,1,"2,500","1,666",1915,1,A5,"$850,000 ",8/15/12,850000.00,1666.0,2500.0
3,DYKER HEIGHTS            ,10348  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5984,19.00,NA,A9,1032 79TH STREET                         ,            ,11228.0,1,0,1,"2,500","1,258",1925,1,A9,"$750,000 ",11/23/12,750000.00,1258.0,2500.0
3,DYKER HEIGHTS            ,10349  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5984,20.00,NA,A9,1036 79TH   STREET                       ,            ,11228.0,1,0,1,"2,500","1,938",1925,1,A9,"$780,000 ",6/6/13,780000.00,1938.0,2500.0
3,DYKER HEIGHTS            ,10350  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5984,45.00,NA,A9,7920 11TH   AVENUE                       ,            ,11228.0,1,0,1,"2,000","2,234",1925,1,A9,"$630,000 ",10/18/12,630000.00,2234.0,2000.0
3,DYKER HEIGHTS            ,10353  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5992,49.00,NA,A5,8018 10TH   AVENUE                       ,            ,11228.0,1,0,1,"2,000","2,360",1901,1,A5,"$535,000 ",4/10/13,535000.00,2360.0,2000.0
3,DYKER HEIGHTS            ,10354  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5992,70.00,NA,A5,923 81ST   STREET                        ,            ,11228.0,1,0,1,"2,542","1,464",1925,1,A5,"$670,000 ",7/9/13,670000.00,1464.0,2542.0
3,DYKER HEIGHTS            ,10355  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5992,73.00,NA,A5,917 81ST   STREET                        ,            ,11228.0,1,0,1,"2,000","1,696",1925,1,A5,"$645,000 ",6/18/13,645000.00,1696.0,2000.0
3,DYKER HEIGHTS            ,10356  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5993,15.00,NA,A9,1022 80TH   STREET                       ,            ,11228.0,1,0,1,"2,000","1,216",1925,1,A9,"$520,000 ",8/30/12,520000.00,1216.0,2000.0
3,DYKER HEIGHTS            ,10357  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,5993,30.00,NA,A9,1058 80TH STREET                         ,            ,11228.0,1,0,1,"2,000","1,328",1925,1,A9,"$300,000 ",2/12/13,300000.00,1328.0,2000.0
3,DYKER HEIGHTS            ,10358  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6002,44.00,NA,A1,8112 11TH AVENUE                         ,            ,11228.0,1,0,1,"2,743","2,737",1920,1,A1,"$835,000 ",11/19/12,835000.00,2737.0,2743.0
3,DYKER HEIGHTS            ,10360  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6011,3.00,NA,A5,8219 7TH AVE                             ,            ,11228.0,1,0,1,"1,840","1,952",1910,1,A5,"$520,000 ",11/26/12,520000.00,1952.0,1840.0
3,DYKER HEIGHTS            ,10362  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6011,50.00,NA,A1,917 83RD   STREET                        ,            ,11228.0,1,0,1,"3,000","1,476",1925,1,A1,"$765,000 ",9/20/12,765000.00,1476.0,3000.0
3,DYKER HEIGHTS            ,10365  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6038,24.00,NA,S1,8524 10TH AVENUE                         ,            ,11228.0,1,1,2,"2,010","2,275",1920,1,S1,"$800,000 ",2/21/13,800000.00,2275.0,2010.0
3,DYKER HEIGHTS            ,10368  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6165,27.00,NA,A5,1150 70TH   STREET                       ,            ,11228.0,1,0,1,"2,000","2,176",1920,1,A5,"$648,000 ",2/13/13,648000.00,2176.0,2000.0
3,DYKER HEIGHTS            ,10369  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6209,8.00,NA,A9,7405 11 AVENUE                           ,            ,11228.0,1,0,1,"2,050","1,964",1925,1,A9,"$625,000 ",11/21/12,625000.00,1964.0,2050.0
3,DYKER HEIGHTS            ,10370  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6211,63.00,NA,A1,1337 BAY RIDGE PARKWAY                   ,            ,11228.0,1,0,1,"3,000","2,390",1925,1,A1,"$745,000 ",1/31/13,745000.00,2390.0,3000.0
3,DYKER HEIGHTS            ,10371  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6220,45.00,NA,A9,7518 12TH AVENUE                         ,            ,11228.0,1,0,1,"1,860","1,248",1915,1,A9,"$535,000 ",9/18/12,535000.00,1248.0,1860.0
3,DYKER HEIGHTS            ,10372  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6220,62.00,NA,A5,1141 76TH STREET                         ,            ,11228.0,1,0,1,"1,925","1,532",1920,1,A5,"$76,000 ",6/17/13,76000.00,1532.0,1925.0
3,DYKER HEIGHTS            ,10373  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6221,53.00,NA,A1,1261 76TH STREET                         ,            ,11228.0,1,0,1,"2,667","2,232",1920,1,A1,"$720,000 ",9/14/12,720000.00,2232.0,2667.0
3,DYKER HEIGHTS            ,10374  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6221,59.00,NA,A9,1245 76 STREET                           ,            ,11228.0,1,0,1,"2,000","1,472",1920,1,A9,"$560,000 ",10/10/12,560000.00,1472.0,2000.0
3,DYKER HEIGHTS            ,10375  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6221,60.00,NA,A9,1241 76TH   STREET                       ,            ,11228.0,1,0,1,"2,000","1,472",1920,1,A9,"$752,087 ",10/1/12,752087.00,1472.0,2000.0
3,DYKER HEIGHTS            ,10376  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6221,61.00,NA,A9,1239 76TH STREET                         ,            ,11228.0,1,0,1,"2,000","1,472",1920,1,A9,"$651,000 ",2/22/13,651000.00,1472.0,2000.0
3,DYKER HEIGHTS            ,10377  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6221,73.00,NA,A9,1211 76TH STREET                         ,            ,11228.0,1,0,1,"2,250","1,072",1920,1,A9,"$540,000 ",5/13/13,540000.00,1072.0,2250.0
3,DYKER HEIGHTS            ,10378  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6231,35.00,NA,A5,1170 76TH   STREET                       ,            ,11228.0,1,0,1,"2,000","2,016",1930,1,A5,"$648,000 ",6/20/13,648000.00,2016.0,2000.0
3,DYKER HEIGHTS            ,10379  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6231,65.00,NA,A9,1133 77TH STREET                         ,            ,11228.0,1,0,1,"2,000","1,232",1930,1,A9,"$615,000 ",4/16/13,615000.00,1232.0,2000.0
3,DYKER HEIGHTS            ,10380  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6232,3.00,NA,A1,7617 12TH AVENUE                         ,            ,11228.0,1,0,1,"3,000","2,100",1915,1,A1,"$780,000 ",8/14/12,780000.00,2100.0,3000.0
3,DYKER HEIGHTS            ,10382  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6232,15.00,NA,A5,1224 76TH STREET                         ,            ,11228.0,1,0,1,"2,000","1,408",1930,1,A5,"$640,000 ",9/13/12,640000.00,1408.0,2000.0
3,DYKER HEIGHTS            ,10383  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6232,17.00,NA,A5,1230 76TH   STREET                       ,            ,11228.0,1,0,1,"2,000","1,408",1930,1,A5,"$570,000 ",8/10/12,570000.00,1408.0,2000.0
3,DYKER HEIGHTS            ,10385  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6242,27.00,NA,A9,1150 77TH   STREET                       ,            ,11228.0,1,0,1,"2,008","1,312",1920,1,A9,"$665,000 ",1/15/13,665000.00,1312.0,2008.0
3,DYKER HEIGHTS            ,10386  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6242,37.00,NA,A9,1174 77TH STREET                         ,            ,11228.0,1,0,1,"2,008","1,312",1920,1,A9,"$570,000 ",7/31/13,570000.00,1312.0,2008.0
3,DYKER HEIGHTS            ,10388  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6242,70.00,NA,A5,1121 78TH   STREET                       ,            ,11228.0,1,0,1,"1,844","1,853",1920,1,A5,"$600,000 ",1/28/13,600000.00,1853.0,1844.0
3,DYKER HEIGHTS            ,10389  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6243,65.00,NA,A5,1233 78TH   STREET                       ,            ,11228.0,1,0,1,"1,950","2,343",1920,1,A5,"$680,000 ",5/22/13,680000.00,2343.0,1950.0
3,DYKER HEIGHTS            ,10390  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6254,58.00,NA,A9,1149 79TH STREET                         ,            ,11228.0,1,0,1,"2,000","1,376",1920,1,A9,"$516,500 ",10/10/12,516500.00,1376.0,2000.0
3,DYKER HEIGHTS            ,10393  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6266,163.00,NA,A5,1137 80 STREET                           ,            ,11228.0,1,0,1,"2,400","1,760",1915,1,A5,"$680,000 ",8/14/12,680000.00,1760.0,2400.0
3,DYKER HEIGHTS            ,10394  CONDOS - 2-10 UNIT RESIDENTIAL          ,1,6267,69.00,NA,A5,1223 80 STREET                           ,            ,11228.0,1,0,1,"2,000","1,352",1920,1,A5,"$725,000 ",9/26/12,725000.00,1352.0,2000.0
